node|3029757321|50.2681696|19.5707082||||||psse.olkusz@pis.gov.pl|+48 32 754 57 50|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Olkuszu|+48 32 754 57 20|PSSE w Olkuszu|https://www.gov.pl/web/psse-olkusz
node|3445365648|50.6663057|17.9385892||||||wsse.opole@pis.gov.pl|+48 77 442 69 04|Wojewódzka stacja sanitarno-epidemiologiczna w Opolu||||
node|4506965689|52.0362213|23.1035486|||21-500|||||Sanepid- laboratorium||||
node|4945927567|53.9098647|14.2474966||||||||Powiatowa Stacja Sanitarno-Epidemiologiczna||||
node|6727411090|49.9997801|18.4597454||||||sekretariat@psse.wodzislaw.pl||Powiatowa Stacja Sanitarno-Epidemiologiczna||+48324563810||www.psse.wodzislaw.pl
node|6815087887|51.3764414|20.2885348|||26-300|||||Powiatowa Stacja Sanitarno-Epidemiologiczna w Opocznie||||http://psse.opoczno.pl
node|6885557385|50.2738796|19.1437225|||41-200|||psse.sosnowiec@pis.gov.pl||Powiatowa Stacja Sanitarno-Epidemiologiczna||322662823||http://www.psse.sosnowiec.pl
node|7288597652|53.4149305|14.5554802||||||wsse.szczecin@pis.gov.pl; kancelaria@wsse.szczecin.pl|+48 91 462-46-40|Wojewódzka Stacja Sanitarno-Epidemiologiczna w Szczecinie||+48 91 462-40-60|WSSE Szczecin|http://wsse.szczecin.pl/
node|7318684248|54.3586362|18.6543148||||||||Powiatowa Stacja Sanitarno-Epidemiologiczna w Gdańsku||+48 58 320 08 00||https://www.psse.gda.pl/
node|7548747878|50.3211901|19.1825889||||||||Powiatowa Stacja Sanitarno - Epidemiologiczna||||
node|9646450966|51.3105013|17.0600751||||||||Powiatowa Stacja Sanitarno-Epidemiologiczna||||
node|10313775975|52.0758000|23.5139000||||||gsse.koroszczyn@pis.gov.pl|+48 83 375 30 26|Graniczna Stacja Sanitarno-Epidemiologiczna w Koroszczynie||+48 83 375 30 56|GSSE w Koroszczynie|www.gssekoroszczyn.pis.gov.pl
node|10313780612|50.2775410|23.5890475||||||gsse.hrebenne@pis.gov.pl|+48 84 667 41 33|Graniczna Stacja Sanitarno-Epidemiologiczna|Graniczna Stacja Sanitarno-Epidemiologiczna w Hrebennem|+48 84 539 61 20|GSSE w Hrebennem|https://www.gov.pl/web/gsse-hrebenne
node|10313789464|51.1805321|23.8023127|Dorohusk||22-175|||gsse.dorohusk@pis.gov.pl|+48 82 566 17 14|Graniczna Stacja Sanitarno-Epidemiologiczna|Graniczna Stacja Sanitarno-Epidemiologiczna w Dorohusku|+48 82 566 17 14|GSSE w Dorohusku|www.gssedorohusk.pis.gov.pl
node|10315292285|51.5582844|23.5533358||||||psse.wlodawa@pis.gov.pl|+48 82 572 14 05|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna we Włodawie|+48 82 572 14 05|PSSE we Włodawie|https://www.gov.pl/web/psse-wlodawa
way|225922981|50.4667247|17.3323165||||||||Powiatowa Stacja Sanitarno-Epidemiologiczna|||PSSE|http://www.pssenysa.pl/
way|299654832|50.1284721|18.9698437||||||||Powiatowa Stacja Sanitarno - Epidemiologiczna||||https://pssetychy.pis.gov.pl
way|425762150|50.8994066|18.9355679||||||||Powiatowa Stacja Sanitarno- Epidemiologiczna w Kłobucku||+48 343172260||
way|783281162|54.5213088|18.5336318||||||||Powiatowa Stacja Sanitarno-Epidemiologiczna w Gdyni||+48 58 620 17 98||https://psse.gdynia.pl/
way|1097966669|51.1089336|17.0661152||||||||Wojewódzka Stacja Sanitarno-Epidemiologiczna|||Sanepid|http://www.wsse.wroc.pl
