node|310804007|53.4203043|18.0913222||||||Delikatesy Centrum|
node|499910120|52.6321500|20.3735200|Płońsk|||||Delikatesy Centrum|Delikatesy Centrum
node|562767168|49.6579538|21.8338622||||||Delikatesy Centrum|
node|562816456|49.6837789|22.1775582|Dydnia|||||Delikatesy Centrum|
node|615935876|50.5961745|17.6521939||||||Delikatesy Centrum|Delikatesy Centrum
node|688028006|49.7381300|20.3870500|Limanowa|||||Delikatesy Centrum|
node|836253315|53.8881016|15.7165866||||||Delikatesy Centrum|
node|1037606709|49.4010635|20.9503019|Krynica-Zdrój|||Czarny Potok||Delikatesy Centrum|
node|1121883570|49.9828465|20.0629926||||||Delikatesy Centrum|
node|1275817300|51.1462189|16.8668415||||||Delikatesy Centrum|
node|1334471123|50.1599631|18.3107992||||||Delikatesy Centrum|
node|1645799284|51.1114809|17.0374607|Wrocław||50-142|PL. Nowy Targ||Delikatesy Centrum|Delikatesy Centrum
node|1802866066|51.1229882|22.5159944|Strzyżewice||23-107|Żabia Wola||Delikatesy Centrum|
node|1821381448|49.9544003|20.8315262||||||Delikatesy Centrum|
node|1838538871|49.6971505|21.7618248||||||Delikatesy Centrum|
node|1853489648|54.0880383|21.9202508||||||Delikatesy Centrum|Delikatesy Centrum
node|1885069358|50.6138453|22.9671044||||||Delikatesy Centrum|Delikatesy Centrum
node|1898347008|50.3608307|21.9077717||||||Delikatesy Centrum|Delikatesy Centrum
node|1917879131|51.9689022|19.7185318||||||Delikatesy Centrum|
node|1953347101|49.4265533|20.4797908||||||Delikatesy Centrum|
node|2008122903|50.0083385|20.9790724|Tarnów|||||Delikatesy Centrum|
node|2011458661|50.0155527|18.4501552||||||Delikatesy Centrum|Delikatesy Centrum
node|2029604997|50.4341628|21.2823633||||||Delikatesy Centrum|Delikatesy Centrum
node|2197475228|49.6126536|20.6618763||||||Delikatesy Centrum|Delikatesy Centrum
node|2200318478|49.9698186|19.0533615||||||Delikatesy Centrum|
node|2348075480|50.3262545|22.3429059||||||Delikatesy Centrum|
node|2393811608|52.5789611|14.6397496||||||Delikatesy Centrum|
node|2442414785|50.8985311|16.7451047|Sobótka||55-050|Sobótka Rynek||Delikatesy Centrum|
node|2452726144|50.4845143|18.4075140||||||Delikatesy Centrum|Delikatesy Centrum
node|2483598941|50.1005242|19.2646811||||Krakowska||Delikatesy Centrum|Delikatesy Centrum
node|2495909509|49.7703191|18.8540313||||||Delikatesy Centrum|Delikatesy Centrum
node|2609361876|49.7366970|19.8907913||||||Delikatesy Centrum|
node|2654864099|51.3363983|16.6461955|Wołów||56-100|Zwycięstwa||Delikatesy Centrum|
node|2706753909|49.8624084|21.0194938||||||Delikatesy Centrum|
node|2752282632|49.6972401|22.0227737||||||Delikatesy Centrum|
node|2758574684|50.6455995|20.2808821||||||Delikatesy Centrum|Delikatesy Centrum
node|2838499022|50.4107862|21.1487314||||||Delikatesy Centrum|
node|2852979545|52.9928947|15.2168426||||||Delikatesy Centrum|Delikatesy Centrum
node|2882029010|51.1223640|17.0474723||||||Delikatesy Centrum|
node|2963126945|49.9556521|21.9150824||||||Delikatesy Centrum|
node|3035992281|51.7025541|16.7467205||||||Delikatesy Centrum|Delikatesy Centrum
node|3045409093|49.6754940|22.0510990||||||Delikatesy Centrum|
node|3045451788|49.6569437|22.0770679||||||Delikatesy Centrum|
node|3046474666|50.2635302|22.4099985||||||Delikatesy Centrum|
node|3094911334|49.7835762|20.9000567||||||Delikatesy Centrum|Delikatesy Centrum
node|3095242602|54.1766049|15.5663287|||78-100|||Delikatesy Centrum|
node|3147794390|50.6982968|23.3030875||||||Delikatesy Centrum|Delikatesy Centrum
node|3151159083|49.9256546|22.1617111||||||Delikatesy Centrum|
node|3237819740|53.8094984|21.9486061||||||Delikatesy Centrum|Delikatesy Centrum
node|3412653321|49.6096443|20.7008717|Nowy Sącz||33-300|Aleja Stefana Batorego||Delikatesy Centrum|
node|3462022321|54.6061481|18.1540965||||||Delikatesy Centrum|Delikatesy Centrum
node|3612891063|49.9823352|22.1136715||||||Delikatesy Centrum|
node|3646575197|50.0089836|19.9619787||||||Delikatesy Centrum|Delikatesy Centrum
node|3707691533|50.0250715|21.9400189||||||Delikatesy Centrum|Delikatesy Centrum
node|3716542411|49.4408029|19.8549056||||||Delikatesy Centrum|
node|3771271558|50.5912000|21.0022153||||||Delikatesy Centrum|
node|3875285458|51.0904851|17.0401558||||||Delikatesy Centrum|
node|3889684544|52.2155203|17.6292856||||||Delikatesy Centrum|Delikatesy Centrum
node|3920519826|50.2979663|18.9513794||||||Delikatesy Centrum|Delikatesy Centrum
node|3975064267|49.8823000|19.4951033||||||Delikatesy Centrum|Delikatesy Centrum
node|4043915253|49.8440352|20.6814191||||||Delikatesy Centrum|Delikatesy Centrum
node|4076087910|49.5907752|20.7155491||||||Delikatesy Centrum|
node|4083091048|51.1310705|23.4702310|Chełm|||||Delikatesy Centrum|Delikatesy Centrum
node|4129915625|50.1176714|21.8610033||||||Delikatesy Centrum|
node|4149905198|50.7284637|21.7049878||||||Delikatesy Centrum|Delikatesy Centrum
node|4225571192|50.7150847|23.2261565||||||Delikatesy Centrum|Delikatesy Centrum
node|4266261182|50.1165209|22.2328452|||37-100|||Delikatesy Centrum|
node|4315165535|49.8000679|20.9743243||||||Delikatesy Centrum|Delikatesy Centrum
node|4359924281|50.6704474|18.9018066||||Wojska Polskiego||Delikatesy Centrum|Delikatesy Centrum
node|4416220756|50.8647027|21.0880354||||Ogrodowa||Delikatesy Centrum|Delikatesy Centrum
node|4425428408|50.0198512|22.6927754||||||Delikatesy Centrum|Delikatesy Centrum
node|4464941936|51.9318352|15.9035483|Konotop||67-416|Poznańska||Delikatesy Centrum|
node|4591616290|49.8060952|19.0403924||||||Delikatesy Centrum|
node|4636191753|49.6073792|20.7631099||||||Delikatesy Centrum|
node|4678323889|50.6942376|23.2343740||||Ordynacka||Delikatesy Centrum|Delikatesy Centrum
